,city,city_ibge_code,date,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
2943,Biguaçu,4202305.0,2020-04-30,69486.0,8,11.513110000000001,0.0,0,0,0
2958,Florianópolis,4205407.0,2020-04-30,508826.0,414,81.36377,0.0121,5,78,0
2964,Governador Celso Ramos,4206009.0,2020-04-30,14606.0,7,47.925509999999996,0.0,0,2,0
3003,Palhoça,4211900.0,2020-04-30,175272.0,32,18.25734,0.0312,1,4,0
3027,Santo Amaro da Imperatriz,4215703.0,2020-04-30,23579.0,4,16.96425,0.0,0,1,0
3036,São José,4216602.0,2020-04-30,250181.0,54,21.58437,0.0185,1,3,0
3060,Águas Mornas,4200606.0,2020-04-30,6559.0,2,30.49245,0.0,0,1,0
3064,Antônio Carlos,4201208.0,2020-05-01,8613.0,12,139.32428000000002,0.25,3,-4,0
3076,Biguaçu,4202305.0,2020-05-01,69486.0,8,11.513110000000001,0.0,0,0,0
3091,Florianópolis,4205407.0,2020-05-01,508826.0,320,62.889869999999995,0.0156,5,-94,0
3097,Governador Celso Ramos,4206009.0,2020-05-01,14606.0,5,34.23251,0.0,0,-2,0
3136,Palhoça,4211900.0,2020-05-01,175272.0,29,16.54571,0.0345,1,-3,0
3160,Santo Amaro da Imperatriz,4215703.0,2020-05-01,23579.0,3,12.723189999999999,0.0,0,-1,0
3169,São José,4216602.0,2020-05-01,250181.0,45,17.98698,0.0222,1,-9,0
3193,Águas Mornas,4200606.0,2020-05-01,6559.0,2,30.49245,0.0,0,0,0
3198,Antônio Carlos,4201208.0,2020-05-02,8613.0,12,139.32428000000002,0.3333,4,0,1
3211,Biguaçu,4202305.0,2020-05-02,69486.0,8,11.513110000000001,0.0,0,0,0
3226,Florianópolis,4205407.0,2020-05-02,508826.0,326,64.06905,0.0153,5,6,0
3232,Governador Celso Ramos,4206009.0,2020-05-02,14606.0,6,41.07901,0.0,0,1,0
3273,Palhoça,4211900.0,2020-05-02,175272.0,30,17.11625,0.0333,1,1,0
3299,Santo Amaro da Imperatriz,4215703.0,2020-05-02,23579.0,3,12.723189999999999,0.0,0,0,0
3308,São José,4216602.0,2020-05-02,250181.0,53,21.18466,0.0189,1,8,0
3332,Águas Mornas,4200606.0,2020-05-02,6559.0,2,30.49245,0.0,0,0,0
3337,Antônio Carlos,4201208.0,2020-05-03,8613.0,13,150.93463,0.3077,4,1,0
3350,Biguaçu,4202305.0,2020-05-03,69486.0,8,11.513110000000001,0.0,0,0,0
3366,Florianópolis,4205407.0,2020-05-03,508826.0,347,68.1962,0.0144,5,21,0
3372,Governador Celso Ramos,4206009.0,2020-05-03,14606.0,22,150.62303,0.0,0,16,0
3414,Palhoça,4211900.0,2020-05-03,175272.0,30,17.11625,0.0333,1,0,0
3441,Santo Amaro da Imperatriz,4215703.0,2020-05-03,23579.0,3,12.723189999999999,0.0,0,0,0
3450,São José,4216602.0,2020-05-03,250181.0,52,20.78495,0.0192,1,-1,0
3475,Águas Mornas,4200606.0,2020-05-03,6559.0,2,30.49245,0.0,0,0,0
3480,Antônio Carlos,4201208.0,2020-05-04,8613.0,14,162.54498999999998,0.2857,4,1,0
3494,Biguaçu,4202305.0,2020-05-04,69486.0,8,11.513110000000001,0.0,0,0,0
3510,Florianópolis,4205407.0,2020-05-04,508826.0,353,69.37539,0.017,6,6,1
3516,Governador Celso Ramos,4206009.0,2020-05-04,14606.0,22,150.62303,0.0,0,0,0
3559,Palhoça,4211900.0,2020-05-04,175272.0,33,18.82788,0.0303,1,3,0
3589,Santo Amaro da Imperatriz,4215703.0,2020-05-04,23579.0,3,12.723189999999999,0.0,0,0,0
3598,São José,4216602.0,2020-05-04,250181.0,53,21.18466,0.0189,1,1,0
3624,Águas Mornas,4200606.0,2020-05-04,6559.0,2,30.49245,0.0,0,0,0
3629,Antônio Carlos,4201208.0,2020-05-05,8613.0,17,197.37606,0.2353,4,3,0
3644,Biguaçu,4202305.0,2020-05-05,69486.0,8,11.513110000000001,0.0,0,0,0
3664,Florianópolis,4205407.0,2020-05-05,508826.0,369,72.51988,0.0163,6,16,0
3670,Governador Celso Ramos,4206009.0,2020-05-05,14606.0,21,143.77653,0.0,0,-1,0
3715,Palhoça,4211900.0,2020-05-05,175272.0,32,18.25734,0.0312,1,-1,0
3746,Santo Amaro da Imperatriz,4215703.0,2020-05-05,23579.0,5,21.20531,0.0,0,2,0
3755,São José,4216602.0,2020-05-05,250181.0,55,21.98408,0.0182,1,2,0
3782,Águas Mornas,4200606.0,2020-05-05,6559.0,1,15.246229999999999,0.0,0,-1,0
3787,Antônio Carlos,4201208.0,2020-05-06,8613.0,18,208.98641999999998,0.2222,4,1,0
3802,Biguaçu,4202305.0,2020-05-06,69486.0,9,12.95225,0.0,0,1,0
3823,Florianópolis,4205407.0,2020-05-06,508826.0,375,73.69906,0.016,6,6,0
3829,Governador Celso Ramos,4206009.0,2020-05-06,14606.0,21,143.77653,0.0,0,0,0
3874,Palhoça,4211900.0,2020-05-06,175272.0,32,18.25734,0.0312,1,0,0
3905,Santo Amaro da Imperatriz,4215703.0,2020-05-06,23579.0,5,21.20531,0.0,0,0,0
3914,São José,4216602.0,2020-05-06,250181.0,58,23.183220000000002,0.0172,1,3,0
3943,Águas Mornas,4200606.0,2020-05-06,6559.0,1,15.246229999999999,0.0,0,0,0
3948,Antônio Carlos,4201208.0,2020-05-07,8613.0,18,208.98641999999998,0.2222,4,0,0
3963,Biguaçu,4202305.0,2020-05-07,69486.0,8,11.513110000000001,0.0,0,-1,0
3984,Florianópolis,4205407.0,2020-05-07,508826.0,371,72.91294,0.0162,6,-4,0
3990,Governador Celso Ramos,4206009.0,2020-05-07,14606.0,21,143.77653,0.0,0,0,0
4035,Palhoça,4211900.0,2020-05-07,175272.0,32,18.25734,0.0312,1,0,0
4066,Santo Amaro da Imperatriz,4215703.0,2020-05-07,23579.0,5,21.20531,0.0,0,0,0
4076,São José,4216602.0,2020-05-07,250181.0,60,23.98264,0.0167,1,2,0
4105,Águas Mornas,4200606.0,2020-05-07,6559.0,1,15.246229999999999,0.0,0,0,0
4110,Antônio Carlos,4201208.0,2020-05-08,8613.0,18,208.98641999999998,0.2222,4,0,0
4125,Biguaçu,4202305.0,2020-05-08,69486.0,8,11.513110000000001,0.0,0,0,0
4147,Florianópolis,4205407.0,2020-05-08,508826.0,373,73.306,0.0161,6,2,0
4153,Governador Celso Ramos,4206009.0,2020-05-08,14606.0,21,143.77653,0.0,0,0,0
4198,Palhoça,4211900.0,2020-05-08,175272.0,32,18.25734,0.0312,1,0,0
4229,Santo Amaro da Imperatriz,4215703.0,2020-05-08,23579.0,5,21.20531,0.0,0,0,0
4240,São José,4216602.0,2020-05-08,250181.0,66,26.3809,0.0152,1,6,0
4269,Águas Mornas,4200606.0,2020-05-08,6559.0,1,15.246229999999999,0.0,0,0,0
4274,Antônio Carlos,4201208.0,2020-05-09,8613.0,18,208.98641999999998,0.2222,4,0,0
4289,Biguaçu,4202305.0,2020-05-09,69486.0,8,11.513110000000001,0.0,0,0,0
4311,Florianópolis,4205407.0,2020-05-09,508826.0,387,76.05743000000001,0.0155,6,14,0
4317,Governador Celso Ramos,4206009.0,2020-05-09,14606.0,21,143.77653,0.0,0,0,0
4362,Palhoça,4211900.0,2020-05-09,175272.0,34,19.39842,0.0294,1,2,0
4393,Santo Amaro da Imperatriz,4215703.0,2020-05-09,23579.0,5,21.20531,0.0,0,0,0
4404,São José,4216602.0,2020-05-09,250181.0,65,25.981189999999998,0.0154,1,-1,0
4433,Águas Mornas,4200606.0,2020-05-09,6559.0,1,15.246229999999999,0.0,0,0,0
4438,Antônio Carlos,4201208.0,2020-05-10,8613.0,18,208.98641999999998,0.2222,4,0,0
4453,Biguaçu,4202305.0,2020-05-10,69486.0,8,11.513110000000001,0.0,0,0,0
4475,Florianópolis,4205407.0,2020-05-10,508826.0,386,75.8609,0.0155,6,-1,0
4481,Governador Celso Ramos,4206009.0,2020-05-10,14606.0,21,143.77653,0.0,0,0,0
4527,Palhoça,4211900.0,2020-05-10,175272.0,37,21.11005,0.027,1,3,0
4560,Santo Amaro da Imperatriz,4215703.0,2020-05-10,23579.0,5,21.20531,0.0,0,0,0
4571,São José,4216602.0,2020-05-10,250181.0,66,26.3809,0.0152,1,1,0
4600,Águas Mornas,4200606.0,2020-05-10,6559.0,1,15.246229999999999,0.0,0,0,0
4606,Antônio Carlos,4201208.0,2020-05-11,8613.0,18,208.98641999999998,0.2222,4,0,0
4621,Biguaçu,4202305.0,2020-05-11,69486.0,8,11.513110000000001,0.0,0,0,0
4643,Florianópolis,4205407.0,2020-05-11,508826.0,392,77.04009,0.0153,6,6,0
4649,Governador Celso Ramos,4206009.0,2020-05-11,14606.0,21,143.77653,0.0,0,0,0
4696,Palhoça,4211900.0,2020-05-11,175272.0,37,21.11005,0.027,1,0,0
4729,Santo Amaro da Imperatriz,4215703.0,2020-05-11,23579.0,5,21.20531,0.0,0,0,0
4740,São José,4216602.0,2020-05-11,250181.0,67,26.78061,0.0149,1,1,0
4769,Águas Mornas,4200606.0,2020-05-11,6559.0,1,15.246229999999999,0.0,0,0,0
4775,Antônio Carlos,4201208.0,2020-05-12,8613.0,18,208.98641999999998,0.2222,4,0,0
4790,Biguaçu,4202305.0,2020-05-12,69486.0,8,11.513110000000001,0.0,0,0,0
4812,Florianópolis,4205407.0,2020-05-12,508826.0,398,78.21927,0.0151,6,6,0
4818,Governador Celso Ramos,4206009.0,2020-05-12,14606.0,21,143.77653,0.0,0,0,0
4866,Palhoça,4211900.0,2020-05-12,175272.0,37,21.11005,0.027,1,0,0
4899,Santo Amaro da Imperatriz,4215703.0,2020-05-12,23579.0,5,21.20531,0.0,0,0,0
4910,São José,4216602.0,2020-05-12,250181.0,67,26.78061,0.0149,1,0,0
4939,Águas Mornas,4200606.0,2020-05-12,6559.0,1,15.246229999999999,0.0,0,0,0
4945,Antônio Carlos,4201208.0,2020-05-13,8613.0,18,208.98641999999998,0.2222,4,0,0
4960,Biguaçu,4202305.0,2020-05-13,69486.0,9,12.95225,0.0,0,1,0
4982,Florianópolis,4205407.0,2020-05-13,508826.0,407,79.98805,0.0147,6,9,0
4988,Governador Celso Ramos,4206009.0,2020-05-13,14606.0,21,143.77653,0.0,0,0,0
5038,Palhoça,4211900.0,2020-05-13,175272.0,41,23.392210000000002,0.0244,1,4,0
5071,Santo Amaro da Imperatriz,4215703.0,2020-05-13,23579.0,5,21.20531,0.0,0,0,0
5082,São José,4216602.0,2020-05-13,250181.0,68,27.180320000000002,0.0147,1,1,0
5111,Águas Mornas,4200606.0,2020-05-13,6559.0,1,15.246229999999999,0.0,0,0,0
5118,Antônio Carlos,4201208.0,2020-05-14,8613.0,19,220.59677000000002,0.2105,4,1,0
5133,Biguaçu,4202305.0,2020-05-14,69486.0,9,12.95225,0.0,0,0,0
5157,Florianópolis,4205407.0,2020-05-14,508826.0,452,88.83194,0.0133,6,45,0
5163,Governador Celso Ramos,4206009.0,2020-05-14,14606.0,21,143.77653,0.0,0,0,0
5213,Palhoça,4211900.0,2020-05-14,175272.0,46,26.24492,0.0217,1,5,0
5246,Santo Amaro da Imperatriz,4215703.0,2020-05-14,23579.0,4,16.96425,0.0,0,-1,0
5257,São José,4216602.0,2020-05-14,250181.0,78,31.177429999999998,0.0128,1,10,0
5287,Águas Mornas,4200606.0,2020-05-14,6559.0,2,30.49245,0.0,0,1,0
5294,Antônio Carlos,4201208.0,2020-05-15,8613.0,19,220.59677000000002,0.2105,4,0,0
5309,Biguaçu,4202305.0,2020-05-15,69486.0,12,17.26967,0.0,0,3,0
5333,Florianópolis,4205407.0,2020-05-15,508826.0,466,91.58337,0.0129,6,14,0
5339,Governador Celso Ramos,4206009.0,2020-05-15,14606.0,21,143.77653,0.0,0,0,0
5390,Palhoça,4211900.0,2020-05-15,175272.0,49,27.95655,0.0204,1,3,0
5423,Santo Amaro da Imperatriz,4215703.0,2020-05-15,23579.0,5,21.20531,0.0,0,1,0
5434,São José,4216602.0,2020-05-15,250181.0,83,33.175979999999996,0.012,1,5,0
5464,Águas Mornas,4200606.0,2020-05-15,6559.0,2,30.49245,0.0,0,0,0
5471,Antônio Carlos,4201208.0,2020-05-16,8613.0,18,208.98641999999998,0.2222,4,-1,0
5486,Biguaçu,4202305.0,2020-05-16,69486.0,12,17.26967,0.0,0,0,0
5510,Florianópolis,4205407.0,2020-05-16,508826.0,473,92.95909,0.0127,6,7,0
5516,Governador Celso Ramos,4206009.0,2020-05-16,14606.0,21,143.77653,0.0,0,0,0
5567,Palhoça,4211900.0,2020-05-16,175272.0,50,28.52709,0.02,1,1,0
5600,Santo Amaro da Imperatriz,4215703.0,2020-05-16,23579.0,4,16.96425,0.0,0,-1,0
5611,São José,4216602.0,2020-05-16,250181.0,89,35.57424,0.0112,1,6,0
5642,Águas Mornas,4200606.0,2020-05-16,6559.0,2,30.49245,0.0,0,0,0
5649,Antônio Carlos,4201208.0,2020-05-17,8613.0,18,208.98641999999998,0.2222,4,0,0
5665,Biguaçu,4202305.0,2020-05-17,69486.0,13,18.7088,0.0,0,1,0
5689,Florianópolis,4205407.0,2020-05-17,508826.0,473,92.95909,0.0127,6,0,0
5695,Governador Celso Ramos,4206009.0,2020-05-17,14606.0,21,143.77653,0.0,0,0,0
5747,Palhoça,4211900.0,2020-05-17,175272.0,52,29.66817,0.0192,1,2,0
5780,Santo Amaro da Imperatriz,4215703.0,2020-05-17,23579.0,4,16.96425,0.0,0,0,0
5791,São José,4216602.0,2020-05-17,250181.0,89,35.57424,0.0112,1,0,0
5822,Águas Mornas,4200606.0,2020-05-17,6559.0,2,30.49245,0.0,0,0,0
5830,Antônio Carlos,4201208.0,2020-05-18,8613.0,18,208.98641999999998,0.2222,4,0,0
5846,Biguaçu,4202305.0,2020-05-18,69486.0,14,20.14794,0.0,0,1,0
5871,Florianópolis,4205407.0,2020-05-18,508826.0,495,97.28276,0.0121,6,22,0
5877,Governador Celso Ramos,4206009.0,2020-05-18,14606.0,21,143.77653,0.0,0,0,0
5929,Palhoça,4211900.0,2020-05-18,175272.0,59,33.661970000000004,0.0169,1,7,0
5964,Santo Amaro da Imperatriz,4215703.0,2020-05-18,23579.0,4,16.96425,0.0,0,0,0
5975,São José,4216602.0,2020-05-18,250181.0,89,35.57424,0.0112,1,0,0
6006,Águas Mornas,4200606.0,2020-05-18,6559.0,2,30.49245,0.0,0,0,0
6014,Antônio Carlos,4201208.0,2020-05-19,8613.0,18,208.98641999999998,0.2222,4,0,0
6030,Biguaçu,4202305.0,2020-05-19,69486.0,14,20.14794,0.0,0,0,0
6055,Florianópolis,4205407.0,2020-05-19,508826.0,519,101.9995,0.0116,6,24,0
6061,Governador Celso Ramos,4206009.0,2020-05-19,14606.0,21,143.77653,0.0,0,0,0
6115,Palhoça,4211900.0,2020-05-19,175272.0,63,35.94413,0.0159,1,4,0
6150,Santo Amaro da Imperatriz,4215703.0,2020-05-19,23579.0,4,16.96425,0.0,0,0,0
6161,São José,4216602.0,2020-05-19,250181.0,97,38.77193,0.0103,1,8,0
6192,Águas Mornas,4200606.0,2020-05-19,6559.0,2,30.49245,0.0,0,0,0
6200,Antônio Carlos,4201208.0,2020-05-20,8613.0,18,208.98641999999998,0.2222,4,0,0
6216,Biguaçu,4202305.0,2020-05-20,69486.0,14,20.14794,0.0,0,0,0
6241,Florianópolis,4205407.0,2020-05-20,508826.0,524,102.98216,0.0115,6,5,0
6247,Governador Celso Ramos,4206009.0,2020-05-20,14606.0,21,143.77653,0.0,0,0,0
6301,Palhoça,4211900.0,2020-05-20,175272.0,65,37.08522,0.0154,1,2,0
6336,Santo Amaro da Imperatriz,4215703.0,2020-05-20,23579.0,5,21.20531,0.0,0,1,0
6347,São José,4216602.0,2020-05-20,250181.0,98,39.171640000000004,0.0102,1,1,0
6379,Águas Mornas,4200606.0,2020-05-20,6559.0,2,30.49245,0.0,0,0,0
6387,Antônio Carlos,4201208.0,2020-05-21,8613.0,18,208.98641999999998,0.2222,4,0,0
6403,Biguaçu,4202305.0,2020-05-21,69486.0,14,20.14794,0.0,0,0,0
6428,Florianópolis,4205407.0,2020-05-21,508826.0,525,103.17869,0.0114,6,1,0
6434,Governador Celso Ramos,4206009.0,2020-05-21,14606.0,21,143.77653,0.0,0,0,0
6489,Palhoça,4211900.0,2020-05-21,175272.0,73,41.64955,0.0137,1,8,0
6524,Santo Amaro da Imperatriz,4215703.0,2020-05-21,23579.0,5,21.20531,0.0,0,0,0
6535,São José,4216602.0,2020-05-21,250181.0,98,39.171640000000004,0.0204,2,0,1
6567,Águas Mornas,4200606.0,2020-05-21,6559.0,2,30.49245,0.0,0,0,0
6575,Antônio Carlos,4201208.0,2020-05-22,8613.0,15,174.15535,0.2667,4,-3,0
6591,Biguaçu,4202305.0,2020-05-22,69486.0,17,24.46536,0.0,0,3,0
6616,Florianópolis,4205407.0,2020-05-22,508826.0,705,138.55424,0.0085,6,180,0
6622,Governador Celso Ramos,4206009.0,2020-05-22,14606.0,24,164.31603,0.0,0,3,0
6678,Palhoça,4211900.0,2020-05-22,175272.0,84,47.925509999999996,0.0119,1,11,0
6714,Santo Amaro da Imperatriz,4215703.0,2020-05-22,23579.0,5,21.20531,0.0,0,0,0
6725,São José,4216602.0,2020-05-22,250181.0,123,49.1644,0.0163,2,25,0
6758,Águas Mornas,4200606.0,2020-05-22,6559.0,2,30.49245,0.0,0,0,0
6766,Antônio Carlos,4201208.0,2020-05-23,8613.0,15,174.15535,0.2667,4,0,0
6782,Biguaçu,4202305.0,2020-05-23,69486.0,17,24.46536,0.0,0,0,0
6810,Florianópolis,4205407.0,2020-05-23,508826.0,634,124.60055,0.011,7,-71,1
6816,Governador Celso Ramos,4206009.0,2020-05-23,14606.0,24,164.31603,0.0,0,0,0
6875,Palhoça,4211900.0,2020-05-23,175272.0,94,53.630930000000006,0.0106,1,10,0
6911,Santo Amaro da Imperatriz,4215703.0,2020-05-23,23579.0,5,21.20531,0.0,0,0,0
6923,São José,4216602.0,2020-05-23,250181.0,127,50.76325,0.0157,2,4,0
6957,Águas Mornas,4200606.0,2020-05-23,6559.0,2,30.49245,0.0,0,0,0
6965,Antônio Carlos,4201208.0,2020-05-24,8613.0,15,174.15535,0.2667,4,0,0
6981,Biguaçu,4202305.0,2020-05-24,69486.0,17,24.46536,0.0,0,0,0
7009,Florianópolis,4205407.0,2020-05-24,508826.0,644,126.56586000000001,0.0109,7,10,0
7015,Governador Celso Ramos,4206009.0,2020-05-24,14606.0,24,164.31603,0.0,0,0,0
7074,Palhoça,4211900.0,2020-05-24,175272.0,94,53.630930000000006,0.0106,1,0,0
7111,Santo Amaro da Imperatriz,4215703.0,2020-05-24,23579.0,5,21.20531,0.0,0,0,0
7123,São José,4216602.0,2020-05-24,250181.0,122,48.76469,0.0164,2,-5,0
7157,Águas Mornas,4200606.0,2020-05-24,6559.0,2,30.49245,0.0,0,0,0
7165,Antônio Carlos,4201208.0,2020-05-25,8613.0,15,174.15535,0.2667,4,0,0
7181,Biguaçu,4202305.0,2020-05-25,69486.0,18,25.9045,0.0,0,1,0
7209,Florianópolis,4205407.0,2020-05-25,508826.0,628,123.42137,0.0111,7,-16,0
7215,Governador Celso Ramos,4206009.0,2020-05-25,14606.0,24,164.31603,0.0,0,0,0
7275,Palhoça,4211900.0,2020-05-25,175272.0,97,55.34255,0.0103,1,3,0
7313,Santo Amaro da Imperatriz,4215703.0,2020-05-25,23579.0,5,21.20531,0.0,0,0,0
7325,São José,4216602.0,2020-05-25,250181.0,119,47.56556,0.0168,2,-3,0
7359,Águas Mornas,4200606.0,2020-05-25,6559.0,2,30.49245,0.0,0,0,0
7369,Antônio Carlos,4201208.0,2020-05-26,8613.0,16,185.7657,0.25,4,1,0
7385,Biguaçu,4202305.0,2020-05-26,69486.0,18,25.9045,0.0,0,0,0
7414,Florianópolis,4205407.0,2020-05-26,508826.0,622,122.24218,0.0113,7,-6,0
7420,Governador Celso Ramos,4206009.0,2020-05-26,14606.0,25,171.16253999999998,0.0,0,1,0
7481,Palhoça,4211900.0,2020-05-26,175272.0,104,59.33635,0.0096,1,7,0
7519,Santo Amaro da Imperatriz,4215703.0,2020-05-26,23579.0,5,21.20531,0.0,0,0,0
7531,São José,4216602.0,2020-05-26,250181.0,109,43.568459999999995,0.0183,2,-10,0
7566,Águas Mornas,4200606.0,2020-05-26,6559.0,2,30.49245,0.0,0,0,0
7576,Antônio Carlos,4201208.0,2020-05-27,8613.0,17,197.37606,0.2353,4,1,0
7592,Biguaçu,4202305.0,2020-05-27,69486.0,18,25.9045,0.0,0,0,0
7622,Florianópolis,4205407.0,2020-05-27,508826.0,628,123.42137,0.0111,7,6,0
7628,Governador Celso Ramos,4206009.0,2020-05-27,14606.0,26,178.00904,0.0,0,1,0
7689,Palhoça,4211900.0,2020-05-27,175272.0,104,59.33635,0.0096,1,0,0
7727,Santo Amaro da Imperatriz,4215703.0,2020-05-27,23579.0,6,25.44637,0.0,0,1,0
7739,São José,4216602.0,2020-05-27,250181.0,108,43.16875,0.0185,2,-1,0
7776,Águas Mornas,4200606.0,2020-05-27,6559.0,2,30.49245,0.0,0,0,0
7786,Antônio Carlos,4201208.0,2020-05-28,8613.0,17,197.37606,0.2353,4,0,0
7803,Biguaçu,4202305.0,2020-05-28,69486.0,19,27.34364,0.0,0,1,0
7834,Florianópolis,4205407.0,2020-05-28,508826.0,641,125.97627,0.0109,7,13,0
7840,Governador Celso Ramos,4206009.0,2020-05-28,14606.0,26,178.00904,0.0,0,0,0
7903,Palhoça,4211900.0,2020-05-28,175272.0,116,66.18285,0.0086,1,12,0
7944,Santo Amaro da Imperatriz,4215703.0,2020-05-28,23579.0,6,25.44637,0.0,0,0,0
7956,São José,4216602.0,2020-05-28,250181.0,113,45.1673,0.0177,2,5,0
7993,Águas Mornas,4200606.0,2020-05-28,6559.0,2,30.49245,0.0,0,0,0
8004,Antônio Carlos,4201208.0,2020-05-29,8613.0,20,232.20712999999998,0.2,4,3,0
8021,Biguaçu,4202305.0,2020-05-29,69486.0,18,25.9045,0.0,0,-1,0
8053,Florianópolis,4205407.0,2020-05-29,508826.0,644,126.56586000000001,0.0109,7,3,0
8059,Governador Celso Ramos,4206009.0,2020-05-29,14606.0,27,184.85554,0.0,0,1,0
8123,Palhoça,4211900.0,2020-05-29,175272.0,126,71.88826999999999,0.0079,1,10,0
8164,Santo Amaro da Imperatriz,4215703.0,2020-05-29,23579.0,6,25.44637,0.0,0,0,0
8176,São José,4216602.0,2020-05-29,250181.0,116,46.36643,0.0172,2,3,0
8214,Águas Mornas,4200606.0,2020-05-29,6559.0,2,30.49245,0.0,0,0,0
8225,Antônio Carlos,4201208.0,2020-05-30,8613.0,21,243.81749,0.1905,4,1,0
8242,Biguaçu,4202305.0,2020-05-30,69486.0,19,27.34364,0.0,0,1,0
8274,Florianópolis,4205407.0,2020-05-30,508826.0,657,129.12076000000002,0.0107,7,13,0
8280,Governador Celso Ramos,4206009.0,2020-05-30,14606.0,28,191.70203999999998,0.0,0,1,0
8345,Palhoça,4211900.0,2020-05-30,175272.0,121,69.03556,0.0083,1,-5,0
8388,Santo Amaro da Imperatriz,4215703.0,2020-05-30,23579.0,5,21.20531,0.0,0,-1,0
8400,São José,4216602.0,2020-05-30,250181.0,103,41.170190000000005,0.0194,2,-13,0
8439,Águas Mornas,4200606.0,2020-05-30,6559.0,2,30.49245,0.0,0,0,0
8450,Antônio Carlos,4201208.0,2020-05-31,8613.0,22,255.42784,0.1818,4,1,0
8467,Biguaçu,4202305.0,2020-05-31,69486.0,23,33.100190000000005,0.0,0,4,0
8501,Florianópolis,4205407.0,2020-05-31,508826.0,679,133.44444,0.0103,7,22,0
8507,Governador Celso Ramos,4206009.0,2020-05-31,14606.0,28,191.70203999999998,0.0,0,0,0
8572,Palhoça,4211900.0,2020-05-31,175272.0,133,75.88206,0.0075,1,12,0
8615,Santo Amaro da Imperatriz,4215703.0,2020-05-31,23579.0,8,33.9285,0.0,0,3,0
8627,São José,4216602.0,2020-05-31,250181.0,123,49.1644,0.0163,2,20,0
8666,Águas Mornas,4200606.0,2020-05-31,6559.0,2,30.49245,0.0,0,0,0
8677,Antônio Carlos,4201208.0,2020-06-01,8613.0,22,255.42784,0.1818,4,0,0
8694,Biguaçu,4202305.0,2020-06-01,69486.0,25,35.97847,0.0,0,2,0
8728,Florianópolis,4205407.0,2020-06-01,508826.0,687,135.01668999999998,0.0102,7,8,0
8735,Governador Celso Ramos,4206009.0,2020-06-01,14606.0,28,191.70203999999998,0.0,0,0,0
8800,Palhoça,4211900.0,2020-06-01,175272.0,153,87.29289,0.0065,1,20,0
8843,Santo Amaro da Imperatriz,4215703.0,2020-06-01,23579.0,8,33.9285,0.0,0,0,0
8856,São José,4216602.0,2020-06-01,250181.0,124,49.56412,0.0161,2,1,0
8895,Águas Mornas,4200606.0,2020-06-01,6559.0,2,30.49245,0.0,0,0,0
8906,Antônio Carlos,4201208.0,2020-06-02,8613.0,22,255.42784,0.1818,4,0,0
8923,Biguaçu,4202305.0,2020-06-02,69486.0,28,40.29589,0.0,0,3,0
8958,Florianópolis,4205407.0,2020-06-02,508826.0,697,136.98199,0.01,7,10,0
8965,Governador Celso Ramos,4206009.0,2020-06-02,14606.0,28,191.70203999999998,0.0,0,0,0
9030,Palhoça,4211900.0,2020-06-02,175272.0,156,89.00452,0.0064,1,3,0
9073,Santo Amaro da Imperatriz,4215703.0,2020-06-02,23579.0,8,33.9285,0.0,0,0,0
9086,São José,4216602.0,2020-06-02,250181.0,129,51.562670000000004,0.0155,2,5,0
9125,Águas Mornas,4200606.0,2020-06-02,6559.0,2,30.49245,0.0,0,0,0
9136,Antônio Carlos,4201208.0,2020-06-03,8613.0,22,255.42784,0.1818,4,0,0
9153,Biguaçu,4202305.0,2020-06-03,69486.0,30,43.17416,0.0,0,2,0
9190,Florianópolis,4205407.0,2020-06-03,508826.0,710,139.53689,0.0099,7,13,0
9197,Governador Celso Ramos,4206009.0,2020-06-03,14606.0,30,205.39504,0.0,0,2,0
9263,Palhoça,4211900.0,2020-06-03,175272.0,166,94.70994,0.006,1,10,0
9306,Santo Amaro da Imperatriz,4215703.0,2020-06-03,23579.0,10,42.41062,0.0,0,2,0
9319,São José,4216602.0,2020-06-03,250181.0,133,53.16151,0.015,2,4,0
9358,Águas Mornas,4200606.0,2020-06-03,6559.0,2,30.49245,0.0,0,0,0
9369,Antônio Carlos,4201208.0,2020-06-04,8613.0,22,255.42784,0.1818,4,0,0
9387,Biguaçu,4202305.0,2020-06-04,69486.0,34,48.93072,0.0,0,4,0
9425,Florianópolis,4205407.0,2020-06-04,508826.0,727,142.87792,0.0096,7,17,0
9432,Governador Celso Ramos,4206009.0,2020-06-04,14606.0,31,212.24154,0.0,0,1,0
9498,Palhoça,4211900.0,2020-06-04,175272.0,173,98.70373000000001,0.0058,1,7,0
9543,Santo Amaro da Imperatriz,4215703.0,2020-06-04,23579.0,10,42.41062,0.0,0,0,0
9556,São José,4216602.0,2020-06-04,250181.0,141,56.3592,0.0142,2,8,0
9596,Águas Mornas,4200606.0,2020-06-04,6559.0,2,30.49245,0.0,0,0,0
9607,Antônio Carlos,4201208.0,2020-06-05,8613.0,22,255.42784,0.1818,4,0,0
9625,Biguaçu,4202305.0,2020-06-05,69486.0,44,63.322109999999995,0.0,0,10,0
9664,Florianópolis,4205407.0,2020-06-05,508826.0,759,149.16691,0.0092,7,32,0
9671,Governador Celso Ramos,4206009.0,2020-06-05,14606.0,32,219.08805,0.0,0,1,0
9738,Palhoça,4211900.0,2020-06-05,175272.0,188,107.26186000000001,0.0053,1,15,0
