,city,city_ibge_code,date,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
55348,Governador Celso Ramos,4206009.0,2020-11-10,14606.0,927,6346.70683,0.0086,8,8,0
55433,Palhoça,4211900.0,2020-11-10,175272.0,9737,5555.36537,0.0072,70,385,1
55487,Santo Amaro da Imperatriz,4215703.0,2020-11-10,23579.0,1119,4745.74834,0.017,19,17,0
55503,São José,4216602.0,2020-11-10,250181.0,13753,5497.22001,0.0083,114,368,0
55515,São Pedro de Alcântara,4217253.0,2020-11-10,5935.0,375,6318.44987,0.0053,2,6,0
55548,Águas Mornas,4200606.0,2020-11-10,6559.0,299,4558.62174,0.0067,2,6,0
55561,Antônio Carlos,4201208.0,2020-11-11,8613.0,504,5851.61964,0.0238,12,5,0
55584,Biguaçu,4202305.0,2020-11-11,69486.0,3647,5248.53927,0.0107,39,16,0
55636,Florianópolis,4205407.0,2020-11-11,508826.0,24272,4770.19649,0.0076,185,273,6
55645,Governador Celso Ramos,4206009.0,2020-11-11,14606.0,930,6367.24634,0.0086,8,3,0
55730,Palhoça,4211900.0,2020-11-11,175272.0,9793,5587.3157200000005,0.0074,72,56,2
55784,Santo Amaro da Imperatriz,4215703.0,2020-11-11,23579.0,1123,4762.712579999999,0.0169,19,4,0
55800,São José,4216602.0,2020-11-11,250181.0,13980,5587.954320000001,0.0085,119,227,5
55812,São Pedro de Alcântara,4217253.0,2020-11-11,5935.0,377,6352.148270000001,0.0053,2,2,0
55845,Águas Mornas,4200606.0,2020-11-11,6559.0,305,4650.0991,0.0066,2,6,0
55858,Antônio Carlos,4201208.0,2020-11-12,8613.0,507,5886.45071,0.0237,12,3,0
55881,Biguaçu,4202305.0,2020-11-12,69486.0,3669,5280.20033,0.0106,39,22,0
55933,Florianópolis,4205407.0,2020-11-12,508826.0,24594,4833.479420000001,0.0076,187,322,2
55942,Governador Celso Ramos,4206009.0,2020-11-12,14606.0,935,6401.47884,0.0086,8,5,0
56027,Palhoça,4211900.0,2020-11-12,175272.0,9852,5620.97768,0.0074,73,59,1
56081,Santo Amaro da Imperatriz,4215703.0,2020-11-12,23579.0,1123,4762.712579999999,0.0169,19,0,0
56097,São José,4216602.0,2020-11-12,250181.0,14037,5610.73783,0.0085,120,57,1
56109,São Pedro de Alcântara,4217253.0,2020-11-12,5935.0,377,6352.148270000001,0.0053,2,0,0
56142,Águas Mornas,4200606.0,2020-11-12,6559.0,308,4695.83778,0.0065,2,3,0
56155,Antônio Carlos,4201208.0,2020-11-13,8613.0,524,6083.826770000001,0.0229,12,17,0
56178,Biguaçu,4202305.0,2020-11-13,69486.0,3763,5415.47938,0.0106,40,94,1
56230,Florianópolis,4205407.0,2020-11-13,508826.0,24967,4906.78542,0.0076,190,373,3
56239,Governador Celso Ramos,4206009.0,2020-11-13,14606.0,953,6524.71587,0.0084,8,18,0
56324,Palhoça,4211900.0,2020-11-13,175272.0,9960,5682.59619,0.0074,74,108,1
56378,Santo Amaro da Imperatriz,4215703.0,2020-11-13,23579.0,1125,4771.19471,0.0169,19,2,0
56394,São José,4216602.0,2020-11-13,250181.0,14321,5724.255639999999,0.0084,120,284,0
56406,São Pedro de Alcântara,4217253.0,2020-11-13,5935.0,376,6335.29907,0.0053,2,-1,0
56439,Águas Mornas,4200606.0,2020-11-13,6559.0,311,4741.57646,0.0064,2,3,0
56452,Antônio Carlos,4201208.0,2020-11-14,8613.0,527,6118.65784,0.0228,12,3,0
56475,Biguaçu,4202305.0,2020-11-14,69486.0,3840,5526.293070000001,0.0104,40,77,0
56527,Florianópolis,4205407.0,2020-11-14,508826.0,25586,5028.43801,0.0075,192,619,2
56536,Governador Celso Ramos,4206009.0,2020-11-14,14606.0,964,6600.02739,0.0083,8,11,0
56621,Palhoça,4211900.0,2020-11-14,175272.0,10072,5746.49687,0.0074,75,112,1
56675,Santo Amaro da Imperatriz,4215703.0,2020-11-14,23579.0,1128,4783.91789,0.0168,19,3,0
56691,São José,4216602.0,2020-11-14,250181.0,14560,5819.78647,0.0083,121,239,1
56703,São Pedro de Alcântara,4217253.0,2020-11-14,5935.0,378,6368.99747,0.0053,2,2,0
56736,Águas Mornas,4200606.0,2020-11-14,6559.0,314,4787.31514,0.0064,2,3,0
56749,Antônio Carlos,4201208.0,2020-11-15,8613.0,534,6199.93034,0.0225,12,7,0
56772,Biguaçu,4202305.0,2020-11-15,69486.0,3898,5609.7631200000005,0.0103,40,58,0
56824,Florianópolis,4205407.0,2020-11-15,508826.0,25771,5064.79622,0.0075,194,185,2
56833,Governador Celso Ramos,4206009.0,2020-11-15,14606.0,985,6743.80392,0.0081,8,21,0
56918,Palhoça,4211900.0,2020-11-15,175272.0,10156,5794.42238,0.0074,75,84,0
56972,Santo Amaro da Imperatriz,4215703.0,2020-11-15,23579.0,1156,4902.66763,0.0164,19,28,0
56988,São José,4216602.0,2020-11-15,250181.0,14604,5837.37374,0.0083,121,44,0
57000,São Pedro de Alcântara,4217253.0,2020-11-15,5935.0,383,6453.24347,0.0052,2,5,0
57033,Águas Mornas,4200606.0,2020-11-15,6559.0,324,4939.777410000001,0.0062,2,10,0
57046,Antônio Carlos,4201208.0,2020-11-16,8613.0,534,6199.93034,0.0225,12,0,0
57069,Biguaçu,4202305.0,2020-11-16,69486.0,3914,5632.78934,0.0102,40,16,0
57121,Florianópolis,4205407.0,2020-11-16,508826.0,25932,5096.43768,0.0075,194,161,0
57130,Governador Celso Ramos,4206009.0,2020-11-16,14606.0,989,6771.189920000001,0.0081,8,4,0
57215,Palhoça,4211900.0,2020-11-16,175272.0,10180,5808.11539,0.0075,76,24,1
57269,Santo Amaro da Imperatriz,4215703.0,2020-11-16,23579.0,1158,4911.14975,0.0164,19,2,0
57285,São José,4216602.0,2020-11-16,250181.0,14720,5883.74017,0.0082,121,116,0
57297,São Pedro de Alcântara,4217253.0,2020-11-16,5935.0,385,6486.941870000001,0.0052,2,2,0
57330,Águas Mornas,4200606.0,2020-11-16,6559.0,327,4985.516079999999,0.0061,2,3,0
57343,Antônio Carlos,4201208.0,2020-11-17,8613.0,539,6257.982120000001,0.0223,12,5,0
57366,Biguaçu,4202305.0,2020-11-17,69486.0,3943,5674.52436,0.0101,40,29,0
57418,Florianópolis,4205407.0,2020-11-17,508826.0,26432,5194.7031,0.0075,199,500,5
57427,Governador Celso Ramos,4206009.0,2020-11-17,14606.0,1003,6867.040940000001,0.009,9,14,1
57512,Palhoça,4211900.0,2020-11-17,175272.0,10347,5903.3958600000005,0.0075,78,167,2
57566,Santo Amaro da Imperatriz,4215703.0,2020-11-17,23579.0,1172,4970.52462,0.0171,20,14,1
57582,São José,4216602.0,2020-11-17,250181.0,14893,5952.89011,0.0083,124,173,3
57594,São Pedro de Alcântara,4217253.0,2020-11-17,5935.0,385,6486.941870000001,0.0052,2,0,0
57627,Águas Mornas,4200606.0,2020-11-17,6559.0,328,5000.76231,0.0061,2,1,0
57640,Antônio Carlos,4201208.0,2020-11-18,8613.0,541,6281.202829999999,0.0222,12,2,0
57663,Biguaçu,4202305.0,2020-11-18,69486.0,3996,5750.798720000001,0.01,40,53,0
57715,Florianópolis,4205407.0,2020-11-18,508826.0,26816,5270.17094,0.0075,201,384,2
57724,Governador Celso Ramos,4206009.0,2020-11-18,14606.0,1005,6880.733940000001,0.009,9,2,0
57809,Palhoça,4211900.0,2020-11-18,175272.0,10503,5992.40038,0.0075,79,156,1
57863,Santo Amaro da Imperatriz,4215703.0,2020-11-18,23579.0,1222,5182.57772,0.0164,20,50,0
57879,São José,4216602.0,2020-11-18,250181.0,14998,5994.85972,0.0083,124,105,0
57891,São Pedro de Alcântara,4217253.0,2020-11-18,5935.0,396,6672.28307,0.0051,2,11,0
57924,Águas Mornas,4200606.0,2020-11-18,6559.0,344,5244.70194,0.0058,2,16,0
57937,Antônio Carlos,4201208.0,2020-11-19,8613.0,556,6455.358179999999,0.0216,12,15,0
57960,Biguaçu,4202305.0,2020-11-19,69486.0,4083,5876.0038,0.0098,40,87,0
58012,Florianópolis,4205407.0,2020-11-19,508826.0,27066,5319.30365,0.0075,203,250,2
58021,Governador Celso Ramos,4206009.0,2020-11-19,14606.0,1020,6983.43147,0.0088,9,15,0
58106,Palhoça,4211900.0,2020-11-19,175272.0,10635,6067.7119,0.0074,79,132,0
58160,Santo Amaro da Imperatriz,4215703.0,2020-11-19,23579.0,1230,5216.5062100000005,0.0163,20,8,0
58176,São José,4216602.0,2020-11-19,250181.0,15162,6060.41226,0.0084,127,164,3
58188,São Pedro de Alcântara,4217253.0,2020-11-19,5935.0,398,6705.981470000001,0.005,2,2,0
58221,Águas Mornas,4200606.0,2020-11-19,6559.0,345,5259.94816,0.0058,2,1,0
58234,Antônio Carlos,4201208.0,2020-11-20,8613.0,572,6641.12388,0.021,12,16,0
58257,Biguaçu,4202305.0,2020-11-20,69486.0,4139,5956.59557,0.0097,40,56,0
58309,Florianópolis,4205407.0,2020-11-20,508826.0,28016,5506.00795,0.0074,207,950,4
58318,Governador Celso Ramos,4206009.0,2020-11-20,14606.0,1043,7140.901,0.0086,9,23,0
58403,Palhoça,4211900.0,2020-11-20,175272.0,10757,6137.318,0.0073,79,122,0
58457,Santo Amaro da Imperatriz,4215703.0,2020-11-20,23579.0,1280,5428.559310000001,0.0164,21,50,1
58473,São José,4216602.0,2020-11-20,250181.0,15407,6158.34136,0.0082,127,245,0
58485,São Pedro de Alcântara,4217253.0,2020-11-20,5935.0,399,6722.83067,0.005,2,1,0
58518,Águas Mornas,4200606.0,2020-11-20,6559.0,351,5351.425520000001,0.0057,2,6,0
58531,Antônio Carlos,4201208.0,2020-11-21,8613.0,572,6641.12388,0.021,12,0,0
58554,Biguaçu,4202305.0,2020-11-21,69486.0,4249,6114.90084,0.0094,40,110,0
58606,Florianópolis,4205407.0,2020-11-21,508826.0,28734,5647.11709,0.0073,211,718,4
58615,Governador Celso Ramos,4206009.0,2020-11-21,14606.0,1045,7154.594,0.0086,9,2,0
58700,Palhoça,4211900.0,2020-11-21,175272.0,11135,6352.98279,0.0071,79,378,0
58754,Santo Amaro da Imperatriz,4215703.0,2020-11-21,23579.0,1310,5555.79117,0.016,21,30,0
58770,São José,4216602.0,2020-11-21,250181.0,15685,6269.46091,0.0081,127,278,0
58782,São Pedro de Alcântara,4217253.0,2020-11-21,5935.0,401,6756.52906,0.005,2,2,0
58815,Águas Mornas,4200606.0,2020-11-21,6559.0,351,5351.425520000001,0.0057,2,0,0
58828,Antônio Carlos,4201208.0,2020-11-22,8613.0,573,6652.73424,0.0209,12,1,0
58851,Biguaçu,4202305.0,2020-11-22,69486.0,4296,6182.540370000001,0.0093,40,47,0
58903,Florianópolis,4205407.0,2020-11-22,508826.0,29002,5699.78735,0.0073,212,268,1
58912,Governador Celso Ramos,4206009.0,2020-11-22,14606.0,1046,7161.4405,0.0086,9,1,0
58997,Palhoça,4211900.0,2020-11-22,175272.0,11165,6370.09905,0.0071,79,30,0
59051,Santo Amaro da Imperatriz,4215703.0,2020-11-22,23579.0,1332,5649.094529999999,0.0158,21,22,0
59067,São José,4216602.0,2020-11-22,250181.0,15873,6344.6065,0.008,127,188,0
59079,São Pedro de Alcântara,4217253.0,2020-11-22,5935.0,402,6773.3782599999995,0.005,2,1,0
59112,Águas Mornas,4200606.0,2020-11-22,6559.0,351,5351.425520000001,0.0057,2,0,0
59125,Antônio Carlos,4201208.0,2020-11-23,8613.0,573,6652.73424,0.0209,12,0,0
59148,Biguaçu,4202305.0,2020-11-23,69486.0,4306,6196.93176,0.0093,40,10,0
59200,Florianópolis,4205407.0,2020-11-23,508826.0,29203,5739.29005,0.0073,214,201,2
59209,Governador Celso Ramos,4206009.0,2020-11-23,14606.0,1047,7168.287009999999,0.0086,9,1,0
59294,Palhoça,4211900.0,2020-11-23,175272.0,11178,6377.51609,0.0071,79,13,0
59348,Santo Amaro da Imperatriz,4215703.0,2020-11-23,23579.0,1333,5653.3356,0.0158,21,1,0
59364,São José,4216602.0,2020-11-23,250181.0,15985,6389.37409,0.008,128,112,1
59376,São Pedro de Alcântara,4217253.0,2020-11-23,5935.0,402,6773.3782599999995,0.005,2,0,0
59409,Águas Mornas,4200606.0,2020-11-23,6559.0,351,5351.425520000001,0.0057,2,0,0
59422,Antônio Carlos,4201208.0,2020-11-24,8613.0,575,6675.95495,0.0209,12,2,0
59445,Biguaçu,4202305.0,2020-11-24,69486.0,4379,6301.98889,0.0094,41,73,1
59497,Florianópolis,4205407.0,2020-11-24,508826.0,29462,5790.19154,0.0074,217,259,3
59506,Governador Celso Ramos,4206009.0,2020-11-24,14606.0,1055,7223.059020000001,0.0085,9,8,0
59591,Palhoça,4211900.0,2020-11-24,175272.0,11267,6428.29431,0.007,79,89,0
59645,Santo Amaro da Imperatriz,4215703.0,2020-11-24,23579.0,1339,5678.78197,0.0157,21,6,0
59661,São José,4216602.0,2020-11-24,250181.0,16255,6497.29596,0.0081,131,270,3
59673,São Pedro de Alcântara,4217253.0,2020-11-24,5935.0,404,6807.07666,0.005,2,2,0
59706,Águas Mornas,4200606.0,2020-11-24,6559.0,362,5519.13401,0.0055,2,11,0
59719,Antônio Carlos,4201208.0,2020-11-25,8613.0,579,6722.39638,0.0225,13,4,1
59742,Biguaçu,4202305.0,2020-11-25,69486.0,4427,6371.06755,0.0093,41,48,0
59794,Florianópolis,4205407.0,2020-11-25,508826.0,29552,5807.87931,0.0074,219,90,2
59803,Governador Celso Ramos,4206009.0,2020-11-25,14606.0,1064,7284.67753,0.0085,9,9,0
59888,Palhoça,4211900.0,2020-11-25,175272.0,11348,6474.50819,0.007,79,81,0
59942,Santo Amaro da Imperatriz,4215703.0,2020-11-25,23579.0,1363,5780.56745,0.0154,21,24,0
59958,São José,4216602.0,2020-11-25,250181.0,16443,6572.44155,0.008,132,188,1
59970,São Pedro de Alcântara,4217253.0,2020-11-25,5935.0,407,6857.62426,0.0049,2,3,0
60003,Águas Mornas,4200606.0,2020-11-25,6559.0,362,5519.13401,0.0055,2,0,0
60016,Antônio Carlos,4201208.0,2020-11-26,8613.0,584,6780.448159999999,0.0223,13,5,0
60039,Biguaçu,4202305.0,2020-11-26,69486.0,4528,6516.42057,0.0093,42,101,1
60091,Florianópolis,4205407.0,2020-11-26,508826.0,30047,5905.16208,0.0075,225,495,6
60100,Governador Celso Ramos,4206009.0,2020-11-26,14606.0,1086,7435.30056,0.0083,9,22,0
60185,Palhoça,4211900.0,2020-11-26,175272.0,11498,6560.08946,0.007,81,150,2
60239,Santo Amaro da Imperatriz,4215703.0,2020-11-26,23579.0,1395,5916.28144,0.0158,22,32,1
60255,São José,4216602.0,2020-11-26,250181.0,16683,6668.3721,0.008,133,240,1
60267,São Pedro de Alcântara,4217253.0,2020-11-26,5935.0,417,7026.11626,0.0048,2,10,0
60300,Águas Mornas,4200606.0,2020-11-26,6559.0,367,5595.36515,0.0054,2,5,0
60313,Antônio Carlos,4201208.0,2020-11-27,8613.0,584,6780.448159999999,0.0223,13,0,0
60336,Biguaçu,4202305.0,2020-11-27,69486.0,4528,6516.42057,0.0093,42,0,0
60388,Florianópolis,4205407.0,2020-11-27,508826.0,30047,5905.16208,0.0075,225,0,0
60397,Governador Celso Ramos,4206009.0,2020-11-27,14606.0,1086,7435.30056,0.0083,9,0,0
60482,Palhoça,4211900.0,2020-11-27,175272.0,11498,6560.08946,0.007,81,0,0
60536,Santo Amaro da Imperatriz,4215703.0,2020-11-27,23579.0,1395,5916.28144,0.0158,22,0,0
60552,São José,4216602.0,2020-11-27,250181.0,16683,6668.3721,0.008,133,0,0
60564,São Pedro de Alcântara,4217253.0,2020-11-27,5935.0,417,7026.11626,0.0048,2,0,0
60597,Águas Mornas,4200606.0,2020-11-27,6559.0,367,5595.36515,0.0054,2,0,0
60610,Antônio Carlos,4201208.0,2020-11-28,8613.0,594,6896.55172,0.0219,13,10,0
60633,Biguaçu,4202305.0,2020-11-28,69486.0,4608,6631.55168,0.01,46,80,4
60685,Florianópolis,4205407.0,2020-11-28,508826.0,31545,6199.56527,0.0074,235,1498,10
60694,Governador Celso Ramos,4206009.0,2020-11-28,14606.0,1100,7531.15158,0.0064,7,14,-2
60779,Palhoça,4211900.0,2020-11-28,175272.0,11789,6726.11712,0.0071,84,291,3
60833,Santo Amaro da Imperatriz,4215703.0,2020-11-28,23579.0,1409,5975.6563,0.0163,23,14,1
60849,São José,4216602.0,2020-11-28,250181.0,17502,6995.735090000001,0.0075,131,819,-2
60861,São Pedro de Alcântara,4217253.0,2020-11-28,5935.0,425,7160.90986,0.0071,3,8,1
60894,Águas Mornas,4200606.0,2020-11-28,6559.0,370,5641.10383,0.0054,2,3,0
60907,Antônio Carlos,4201208.0,2020-11-29,8613.0,621,7210.03135,0.0209,13,27,0
60930,Biguaçu,4202305.0,2020-11-29,69486.0,4651,6693.43465,0.0099,46,43,0
60982,Florianópolis,4205407.0,2020-11-29,508826.0,31874,6264.22392,0.0074,235,329,0
60991,Governador Celso Ramos,4206009.0,2020-11-29,14606.0,1100,7531.15158,0.0064,7,0,0
61076,Palhoça,4211900.0,2020-11-29,175272.0,11876,6775.75426,0.0071,84,87,0
61130,Santo Amaro da Imperatriz,4215703.0,2020-11-29,23579.0,1424,6039.27223,0.0162,23,15,0
61146,São José,4216602.0,2020-11-29,250181.0,17544,7012.52293,0.0076,133,42,2
61158,São Pedro de Alcântara,4217253.0,2020-11-29,5935.0,425,7160.90986,0.0071,3,0,0
61191,Águas Mornas,4200606.0,2020-11-29,6559.0,371,5656.35005,0.0054,2,1,0
61204,Antônio Carlos,4201208.0,2020-11-30,8613.0,641,7442.23848,0.0203,13,20,0
61227,Biguaçu,4202305.0,2020-11-30,69486.0,4791,6894.91408,0.0096,46,140,0
61279,Florianópolis,4205407.0,2020-11-30,508826.0,32439,6375.26384,0.0073,236,565,1
61288,Governador Celso Ramos,4206009.0,2020-11-30,14606.0,1130,7736.54662,0.0062,7,30,0
61373,Palhoça,4211900.0,2020-11-30,175272.0,11978,6833.94952,0.0071,85,102,1
61427,Santo Amaro da Imperatriz,4215703.0,2020-11-30,23579.0,1446,6132.5756,0.0159,23,22,0
61443,São José,4216602.0,2020-11-30,250181.0,17790,7110.851740000001,0.0075,134,246,1
61455,São Pedro de Alcântara,4217253.0,2020-11-30,5935.0,434,7312.55265,0.0069,3,9,0
61488,Águas Mornas,4200606.0,2020-11-30,6559.0,379,5778.31987,0.0053,2,8,0
61501,Antônio Carlos,4201208.0,2020-12-01,8613.0,652,7569.9524,0.0199,13,11,0
61524,Biguaçu,4202305.0,2020-12-01,69486.0,4853,6984.14069,0.0097,47,62,1
61576,Florianópolis,4205407.0,2020-12-01,508826.0,32939,6473.52926,0.0072,237,500,1
61585,Governador Celso Ramos,4206009.0,2020-12-01,14606.0,1144,7832.397640000001,0.007,8,14,1
61670,Palhoça,4211900.0,2020-12-01,175272.0,12216,6969.73846,0.0071,87,238,2
61724,Santo Amaro da Imperatriz,4215703.0,2020-12-01,23579.0,1460,6191.95046,0.0158,23,14,0
61740,São José,4216602.0,2020-12-01,250181.0,17997,7193.591840000001,0.0077,139,207,5
61752,São Pedro de Alcântara,4217253.0,2020-12-01,5935.0,447,7531.59225,0.0067,3,13,0
61785,Águas Mornas,4200606.0,2020-12-01,6559.0,382,5824.05855,0.0052,2,3,0
61798,Antônio Carlos,4201208.0,2020-12-02,8613.0,664,7709.27667,0.0196,13,12,0
61821,Biguaçu,4202305.0,2020-12-02,69486.0,4919,7079.12385,0.0096,47,66,0
61873,Florianópolis,4205407.0,2020-12-02,508826.0,33344,6553.12425,0.0072,241,405,4
61882,Governador Celso Ramos,4206009.0,2020-12-02,14606.0,1159,7935.0951700000005,0.0069,8,15,0
61967,Palhoça,4211900.0,2020-12-02,175272.0,12469,7114.085540000001,0.0071,89,253,2
62021,Santo Amaro da Imperatriz,4215703.0,2020-12-02,23579.0,1469,6230.12002,0.0163,24,9,1
62037,São José,4216602.0,2020-12-02,250181.0,18198,7273.93367,0.0078,142,201,3
62049,São Pedro de Alcântara,4217253.0,2020-12-02,5935.0,462,7784.33024,0.0065,3,15,0
62082,Águas Mornas,4200606.0,2020-12-02,6559.0,393,5991.76704,0.0051,2,11,0
62095,Antônio Carlos,4201208.0,2020-12-03,8613.0,665,7720.88703,0.0195,13,1,0
62118,Biguaçu,4202305.0,2020-12-03,69486.0,4973,7156.83735,0.0095,47,54,0
62170,Florianópolis,4205407.0,2020-12-03,508826.0,33501,6583.97959,0.0074,247,157,6
62179,Governador Celso Ramos,4206009.0,2020-12-03,14606.0,1166,7983.02068,0.0069,8,7,0
62264,Palhoça,4211900.0,2020-12-03,175272.0,12551,7160.869959999999,0.0071,89,82,0
62318,Santo Amaro da Imperatriz,4215703.0,2020-12-03,23579.0,1483,6289.49489,0.0162,24,14,0
62334,São José,4216602.0,2020-12-03,250181.0,18414,7360.271159999999,0.008,148,216,6
62346,São Pedro de Alcântara,4217253.0,2020-12-03,5935.0,462,7784.33024,0.0065,3,0,0
62379,Águas Mornas,4200606.0,2020-12-03,6559.0,394,6007.01326,0.0051,2,1,0
62392,Antônio Carlos,4201208.0,2020-12-04,8613.0,667,7744.10774,0.0195,13,2,0
62415,Biguaçu,4202305.0,2020-12-04,69486.0,5040,7253.25965,0.0093,47,67,0
62467,Florianópolis,4205407.0,2020-12-04,508826.0,33870,6656.499470000001,0.0073,248,369,1
62476,Governador Celso Ramos,4206009.0,2020-12-04,14606.0,1173,8030.946190000001,0.0068,8,7,0
62561,Palhoça,4211900.0,2020-12-04,175272.0,12670,7228.764429999999,0.007,89,119,0
62615,Santo Amaro da Imperatriz,4215703.0,2020-12-04,23579.0,1500,6361.5929399999995,0.016,24,17,0
62631,São José,4216602.0,2020-12-04,250181.0,18670,7462.59708,0.008,149,256,1
62643,São Pedro de Alcântara,4217253.0,2020-12-04,5935.0,463,7801.179440000001,0.0065,3,1,0
62676,Águas Mornas,4200606.0,2020-12-04,6559.0,394,6007.01326,0.0051,2,0,0
62689,Antônio Carlos,4201208.0,2020-12-05,8613.0,671,7790.54917,0.0194,13,4,0
62712,Biguaçu,4202305.0,2020-12-05,69486.0,5073,7300.75123,0.0093,47,33,0
62764,Florianópolis,4205407.0,2020-12-05,508826.0,34172,6715.85178,0.0073,250,302,2
62773,Governador Celso Ramos,4206009.0,2020-12-05,14606.0,1187,8126.79721,0.0067,8,14,0
62858,Palhoça,4211900.0,2020-12-05,175272.0,12740,7268.702359999999,0.0071,90,70,1
62912,Santo Amaro da Imperatriz,4215703.0,2020-12-05,23579.0,1515,6425.20887,0.0165,25,15,1
62928,São José,4216602.0,2020-12-05,250181.0,18813,7519.7557,0.008,150,143,1
62940,São Pedro de Alcântara,4217253.0,2020-12-05,5935.0,464,7818.02864,0.0065,3,1,0
62973,Águas Mornas,4200606.0,2020-12-05,6559.0,396,6037.50572,0.0051,2,2,0
62986,Antônio Carlos,4201208.0,2020-12-06,8613.0,677,7860.21131,0.0192,13,6,0
63009,Biguaçu,4202305.0,2020-12-06,69486.0,5110,7353.99937,0.0092,47,37,0
63061,Florianópolis,4205407.0,2020-12-06,508826.0,34372,6755.15795,0.0073,251,200,1
63070,Governador Celso Ramos,4206009.0,2020-12-06,14606.0,1187,8126.79721,0.0067,8,0,0
63155,Palhoça,4211900.0,2020-12-06,175272.0,12799,7302.364329999999,0.007,90,59,0
63209,Santo Amaro da Imperatriz,4215703.0,2020-12-06,23579.0,1523,6459.13737,0.0164,25,8,0
63225,São José,4216602.0,2020-12-06,250181.0,18877,7545.3371799999995,0.0079,150,64,0
63237,São Pedro de Alcântara,4217253.0,2020-12-06,5935.0,469,7902.2746400000005,0.0064,3,5,0
63270,Águas Mornas,4200606.0,2020-12-06,6559.0,397,6052.75194,0.005,2,1,0
63283,Antônio Carlos,4201208.0,2020-12-07,8613.0,688,7987.92523,0.0189,13,11,0
63306,Biguaçu,4202305.0,2020-12-07,69486.0,5167,7436.03028,0.0091,47,57,0
63358,Florianópolis,4205407.0,2020-12-07,508826.0,34668,6813.33108,0.0072,251,296,0
63367,Governador Celso Ramos,4206009.0,2020-12-07,14606.0,1189,8140.490209999999,0.0067,8,2,0
63452,Palhoça,4211900.0,2020-12-07,175272.0,12889,7353.71309,0.007,90,90,0
63506,Santo Amaro da Imperatriz,4215703.0,2020-12-07,23579.0,1539,6526.994360000001,0.0162,25,16,0
63522,São José,4216602.0,2020-12-07,250181.0,19056,7616.88537,0.0079,150,179,0
63534,São Pedro de Alcântara,4217253.0,2020-12-07,5935.0,469,7902.2746400000005,0.0064,3,0,0
63567,Águas Mornas,4200606.0,2020-12-07,6559.0,400,6098.4906200000005,0.005,2,3,0
63580,Antônio Carlos,4201208.0,2020-12-08,8613.0,695,8069.19772,0.0187,13,7,0
63603,Biguaçu,4202305.0,2020-12-08,69486.0,5241,7542.52655,0.0092,48,74,1
63655,Florianópolis,4205407.0,2020-12-08,508826.0,34922,6863.2499099999995,0.0074,258,254,7
63664,Governador Celso Ramos,4206009.0,2020-12-08,14606.0,1197,8195.26222,0.0067,8,8,0
63749,Palhoça,4211900.0,2020-12-08,175272.0,13046,7443.28815,0.0071,92,157,2
63803,Santo Amaro da Imperatriz,4215703.0,2020-12-08,23579.0,1562,6624.53878,0.0166,26,23,1
63819,São José,4216602.0,2020-12-08,250181.0,19271,7702.823159999999,0.0079,152,215,2
63831,São Pedro de Alcântara,4217253.0,2020-12-08,5935.0,469,7902.2746400000005,0.0064,3,0,0
63864,Águas Mornas,4200606.0,2020-12-08,6559.0,402,6128.98308,0.005,2,2,0
63877,Antônio Carlos,4201208.0,2020-12-09,8613.0,699,8115.63915,0.0186,13,4,0
63900,Biguaçu,4202305.0,2020-12-09,69486.0,5295,7620.24005,0.0091,48,54,0
63952,Florianópolis,4205407.0,2020-12-09,508826.0,35313,6940.093470000001,0.0073,259,391,1
63961,Governador Celso Ramos,4206009.0,2020-12-09,14606.0,1199,8208.95522,0.0067,8,2,0
64046,Palhoça,4211900.0,2020-12-09,175272.0,13157,7506.61828,0.007,92,111,0
64100,Santo Amaro da Imperatriz,4215703.0,2020-12-09,23579.0,1567,6645.74409,0.0166,26,5,0
64116,São José,4216602.0,2020-12-09,250181.0,19457,7777.16933,0.0079,153,186,1
64128,São Pedro de Alcântara,4217253.0,2020-12-09,5935.0,481,8104.465040000001,0.0062,3,12,0
64161,Águas Mornas,4200606.0,2020-12-09,6559.0,402,6128.98308,0.005,2,0,0
64174,Antônio Carlos,4201208.0,2020-12-10,8613.0,704,8173.69093,0.0185,13,5,0
64197,Biguaçu,4202305.0,2020-12-10,69486.0,5308,7638.94885,0.009,48,13,0
64249,Florianópolis,4205407.0,2020-12-10,508826.0,35463,6969.5731,0.0074,262,150,3
64258,Governador Celso Ramos,4206009.0,2020-12-10,14606.0,1201,8222.648229999999,0.0067,8,2,0
64343,Palhoça,4211900.0,2020-12-10,175272.0,13252,7560.81975,0.0069,92,95,0
64397,Santo Amaro da Imperatriz,4215703.0,2020-12-10,23579.0,1592,6751.770640000001,0.0163,26,25,0
64413,São José,4216602.0,2020-12-10,250181.0,19657,7857.11145,0.0079,155,200,2
64425,São Pedro de Alcântara,4217253.0,2020-12-10,5935.0,490,8256.107829999999,0.0061,3,9,0
64458,Águas Mornas,4200606.0,2020-12-10,6559.0,404,6159.47553,0.005,2,2,0
64471,Antônio Carlos,4201208.0,2020-12-11,8613.0,708,8220.13236,0.0184,13,4,0
64494,Biguaçu,4202305.0,2020-12-11,69486.0,5355,7706.58838,0.009,48,47,0
64546,Florianópolis,4205407.0,2020-12-11,508826.0,35739,7023.81561,0.0075,267,276,5
64555,Governador Celso Ramos,4206009.0,2020-12-11,14606.0,1203,8236.34123,0.0067,8,2,0
