,city,city_ibge_code,date,new_confirmed,new_deaths,latitude,longitude
86821,Florianópolis,4205407.0,2021-02-24,238,9,-27.5945,-48.5477
86830,Governador Celso Ramos,4206009.0,2021-02-24,2,0,-27.3172,-48.5576
86915,Palhoça,4211900.0,2021-02-24,69,1,-27.6455,-48.6697
86969,Santo Amaro da Imperatriz,4215703.0,2021-02-24,10,0,-27.6852,-48.7813
86985,São José,4216602.0,2021-02-24,129,4,-27.6136,-48.6366
86997,São Pedro de Alcântara,4217253.0,2021-02-24,0,0,-27.5665,-48.8048
87030,Águas Mornas,4200606.0,2021-02-24,1,0,-27.6963,-48.8243
87043,Antônio Carlos,4201208.0,2021-02-25,15,0,-27.5191,-48.766000000000005
87066,Biguaçu,4202305.0,2021-02-25,94,2,-27.496,-48.6598
87118,Florianópolis,4205407.0,2021-02-25,288,1,-27.5945,-48.5477
87127,Governador Celso Ramos,4206009.0,2021-02-25,15,0,-27.3172,-48.5576
87212,Palhoça,4211900.0,2021-02-25,103,2,-27.6455,-48.6697
87266,Santo Amaro da Imperatriz,4215703.0,2021-02-25,12,0,-27.6852,-48.7813
87282,São José,4216602.0,2021-02-25,181,3,-27.6136,-48.6366
87294,São Pedro de Alcântara,4217253.0,2021-02-25,0,0,-27.5665,-48.8048
87327,Águas Mornas,4200606.0,2021-02-25,6,0,-27.6963,-48.8243
87340,Antônio Carlos,4201208.0,2021-02-26,4,0,-27.5191,-48.766000000000005
87363,Biguaçu,4202305.0,2021-02-26,64,0,-27.496,-48.6598
87415,Florianópolis,4205407.0,2021-02-26,358,3,-27.5945,-48.5477
87424,Governador Celso Ramos,4206009.0,2021-02-26,10,0,-27.3172,-48.5576
87509,Palhoça,4211900.0,2021-02-26,106,4,-27.6455,-48.6697
87563,Santo Amaro da Imperatriz,4215703.0,2021-02-26,16,0,-27.6852,-48.7813
87579,São José,4216602.0,2021-02-26,303,7,-27.6136,-48.6366
87591,São Pedro de Alcântara,4217253.0,2021-02-26,2,0,-27.5665,-48.8048
87624,Águas Mornas,4200606.0,2021-02-26,5,0,-27.6963,-48.8243
87637,Antônio Carlos,4201208.0,2021-02-27,19,0,-27.5191,-48.766000000000005
87660,Biguaçu,4202305.0,2021-02-27,42,2,-27.496,-48.6598
87712,Florianópolis,4205407.0,2021-02-27,643,5,-27.5945,-48.5477
87721,Governador Celso Ramos,4206009.0,2021-02-27,2,0,-27.3172,-48.5576
87806,Palhoça,4211900.0,2021-02-27,132,0,-27.6455,-48.6697
87860,Santo Amaro da Imperatriz,4215703.0,2021-02-27,17,0,-27.6852,-48.7813
87876,São José,4216602.0,2021-02-27,151,4,-27.6136,-48.6366
87888,São Pedro de Alcântara,4217253.0,2021-02-27,0,0,-27.5665,-48.8048
87921,Águas Mornas,4200606.0,2021-02-27,2,0,-27.6963,-48.8243
87934,Antônio Carlos,4201208.0,2021-02-28,2,0,-27.5191,-48.766000000000005
87957,Biguaçu,4202305.0,2021-02-28,8,0,-27.496,-48.6598
88009,Florianópolis,4205407.0,2021-02-28,76,3,-27.5945,-48.5477
88018,Governador Celso Ramos,4206009.0,2021-02-28,1,0,-27.3172,-48.5576
88103,Palhoça,4211900.0,2021-02-28,60,0,-27.6455,-48.6697
88157,Santo Amaro da Imperatriz,4215703.0,2021-02-28,0,0,-27.6852,-48.7813
88173,São José,4216602.0,2021-02-28,68,0,-27.6136,-48.6366
88185,São Pedro de Alcântara,4217253.0,2021-02-28,1,0,-27.5665,-48.8048
88218,Águas Mornas,4200606.0,2021-02-28,0,0,-27.6963,-48.8243
88231,Antônio Carlos,4201208.0,2021-03-01,16,0,-27.5191,-48.766000000000005
88254,Biguaçu,4202305.0,2021-03-01,33,1,-27.496,-48.6598
88306,Florianópolis,4205407.0,2021-03-01,553,2,-27.5945,-48.5477
88315,Governador Celso Ramos,4206009.0,2021-03-01,7,0,-27.3172,-48.5576
88400,Palhoça,4211900.0,2021-03-01,149,3,-27.6455,-48.6697
88454,Santo Amaro da Imperatriz,4215703.0,2021-03-01,53,0,-27.6852,-48.7813
88470,São José,4216602.0,2021-03-01,164,2,-27.6136,-48.6366
88482,São Pedro de Alcântara,4217253.0,2021-03-01,0,0,-27.5665,-48.8048
88515,Águas Mornas,4200606.0,2021-03-01,5,0,-27.6963,-48.8243
88528,Antônio Carlos,4201208.0,2021-03-02,12,0,-27.5191,-48.766000000000005
88551,Biguaçu,4202305.0,2021-03-02,68,3,-27.496,-48.6598
88603,Florianópolis,4205407.0,2021-03-02,331,10,-27.5945,-48.5477
88612,Governador Celso Ramos,4206009.0,2021-03-02,5,1,-27.3172,-48.5576
88697,Palhoça,4211900.0,2021-03-02,175,0,-27.6455,-48.6697
88751,Santo Amaro da Imperatriz,4215703.0,2021-03-02,3,0,-27.6852,-48.7813
88767,São José,4216602.0,2021-03-02,165,2,-27.6136,-48.6366
88779,São Pedro de Alcântara,4217253.0,2021-03-02,0,0,-27.5665,-48.8048
88812,Águas Mornas,4200606.0,2021-03-02,6,0,-27.6963,-48.8243
88825,Antônio Carlos,4201208.0,2021-03-03,26,0,-27.5191,-48.766000000000005
88848,Biguaçu,4202305.0,2021-03-03,108,1,-27.496,-48.6598
88900,Florianópolis,4205407.0,2021-03-03,631,10,-27.5945,-48.5477
88909,Governador Celso Ramos,4206009.0,2021-03-03,10,0,-27.3172,-48.5576
88994,Palhoça,4211900.0,2021-03-03,318,2,-27.6455,-48.6697
89048,Santo Amaro da Imperatriz,4215703.0,2021-03-03,46,1,-27.6852,-48.7813
89064,São José,4216602.0,2021-03-03,168,2,-27.6136,-48.6366
89076,São Pedro de Alcântara,4217253.0,2021-03-03,2,0,-27.5665,-48.8048
89109,Águas Mornas,4200606.0,2021-03-03,1,0,-27.6963,-48.8243
89122,Antônio Carlos,4201208.0,2021-03-04,6,0,-27.5191,-48.766000000000005
89145,Biguaçu,4202305.0,2021-03-04,27,4,-27.496,-48.6598
89197,Florianópolis,4205407.0,2021-03-04,260,3,-27.5945,-48.5477
89206,Governador Celso Ramos,4206009.0,2021-03-04,37,0,-27.3172,-48.5576
89291,Palhoça,4211900.0,2021-03-04,169,4,-27.6455,-48.6697
89345,Santo Amaro da Imperatriz,4215703.0,2021-03-04,24,0,-27.6852,-48.7813
89361,São José,4216602.0,2021-03-04,174,5,-27.6136,-48.6366
89373,São Pedro de Alcântara,4217253.0,2021-03-04,2,0,-27.5665,-48.8048
89406,Águas Mornas,4200606.0,2021-03-04,10,0,-27.6963,-48.8243
89419,Antônio Carlos,4201208.0,2021-03-05,9,0,-27.5191,-48.766000000000005
89442,Biguaçu,4202305.0,2021-03-05,96,2,-27.496,-48.6598
89494,Florianópolis,4205407.0,2021-03-05,548,7,-27.5945,-48.5477
89503,Governador Celso Ramos,4206009.0,2021-03-05,31,0,-27.3172,-48.5576
89588,Palhoça,4211900.0,2021-03-05,89,2,-27.6455,-48.6697
89642,Santo Amaro da Imperatriz,4215703.0,2021-03-05,30,0,-27.6852,-48.7813
89658,São José,4216602.0,2021-03-05,265,4,-27.6136,-48.6366
89670,São Pedro de Alcântara,4217253.0,2021-03-05,1,0,-27.5665,-48.8048
89703,Águas Mornas,4200606.0,2021-03-05,4,0,-27.6963,-48.8243
89716,Antônio Carlos,4201208.0,2021-03-06,5,1,-27.5191,-48.766000000000005
89739,Biguaçu,4202305.0,2021-03-06,87,0,-27.496,-48.6598
89791,Florianópolis,4205407.0,2021-03-06,443,7,-27.5945,-48.5477
89800,Governador Celso Ramos,4206009.0,2021-03-06,15,0,-27.3172,-48.5576
89885,Palhoça,4211900.0,2021-03-06,237,1,-27.6455,-48.6697
89939,Santo Amaro da Imperatriz,4215703.0,2021-03-06,40,0,-27.6852,-48.7813
89955,São José,4216602.0,2021-03-06,181,2,-27.6136,-48.6366
89967,São Pedro de Alcântara,4217253.0,2021-03-06,0,0,-27.5665,-48.8048
90000,Águas Mornas,4200606.0,2021-03-06,0,0,-27.6963,-48.8243
90013,Antônio Carlos,4201208.0,2021-03-07,15,0,-27.5191,-48.766000000000005
90036,Biguaçu,4202305.0,2021-03-07,91,0,-27.496,-48.6598
90088,Florianópolis,4205407.0,2021-03-07,322,1,-27.5945,-48.5477
90097,Governador Celso Ramos,4206009.0,2021-03-07,15,0,-27.3172,-48.5576
90182,Palhoça,4211900.0,2021-03-07,86,2,-27.6455,-48.6697
90236,Santo Amaro da Imperatriz,4215703.0,2021-03-07,14,1,-27.6852,-48.7813
90252,São José,4216602.0,2021-03-07,123,1,-27.6136,-48.6366
90264,São Pedro de Alcântara,4217253.0,2021-03-07,0,0,-27.5665,-48.8048
90297,Águas Mornas,4200606.0,2021-03-07,4,0,-27.6963,-48.8243
90310,Antônio Carlos,4201208.0,2021-03-08,16,0,-27.5191,-48.766000000000005
90333,Biguaçu,4202305.0,2021-03-08,30,3,-27.496,-48.6598
90385,Florianópolis,4205407.0,2021-03-08,116,7,-27.5945,-48.5477
90394,Governador Celso Ramos,4206009.0,2021-03-08,23,0,-27.3172,-48.5576
90479,Palhoça,4211900.0,2021-03-08,20,2,-27.6455,-48.6697
90533,Santo Amaro da Imperatriz,4215703.0,2021-03-08,21,0,-27.6852,-48.7813
90549,São José,4216602.0,2021-03-08,56,4,-27.6136,-48.6366
90561,São Pedro de Alcântara,4217253.0,2021-03-08,0,0,-27.5665,-48.8048
90594,Águas Mornas,4200606.0,2021-03-08,8,0,-27.6963,-48.8243
90607,Antônio Carlos,4201208.0,2021-03-09,3,0,-27.5191,-48.766000000000005
90630,Biguaçu,4202305.0,2021-03-09,71,0,-27.496,-48.6598
90682,Florianópolis,4205407.0,2021-03-09,407,10,-27.5945,-48.5477
90691,Governador Celso Ramos,4206009.0,2021-03-09,13,0,-27.3172,-48.5576
90776,Palhoça,4211900.0,2021-03-09,221,3,-27.6455,-48.6697
90830,Santo Amaro da Imperatriz,4215703.0,2021-03-09,39,0,-27.6852,-48.7813
90846,São José,4216602.0,2021-03-09,179,4,-27.6136,-48.6366
90858,São Pedro de Alcântara,4217253.0,2021-03-09,2,0,-27.5665,-48.8048
90891,Águas Mornas,4200606.0,2021-03-09,12,0,-27.6963,-48.8243
90904,Antônio Carlos,4201208.0,2021-03-10,24,0,-27.5191,-48.766000000000005
90927,Biguaçu,4202305.0,2021-03-10,148,0,-27.496,-48.6598
90979,Florianópolis,4205407.0,2021-03-10,676,12,-27.5945,-48.5477
90988,Governador Celso Ramos,4206009.0,2021-03-10,38,1,-27.3172,-48.5576
91073,Palhoça,4211900.0,2021-03-10,547,5,-27.6455,-48.6697
91127,Santo Amaro da Imperatriz,4215703.0,2021-03-10,31,1,-27.6852,-48.7813
91143,São José,4216602.0,2021-03-10,348,5,-27.6136,-48.6366
91155,São Pedro de Alcântara,4217253.0,2021-03-10,1,0,-27.5665,-48.8048
91188,Águas Mornas,4200606.0,2021-03-10,3,0,-27.6963,-48.8243
91201,Antônio Carlos,4201208.0,2021-03-11,33,1,-27.5191,-48.766000000000005
91224,Biguaçu,4202305.0,2021-03-11,27,1,-27.496,-48.6598
91276,Florianópolis,4205407.0,2021-03-11,431,8,-27.5945,-48.5477
91285,Governador Celso Ramos,4206009.0,2021-03-11,52,0,-27.3172,-48.5576
91370,Palhoça,4211900.0,2021-03-11,120,1,-27.6455,-48.6697
91424,Santo Amaro da Imperatriz,4215703.0,2021-03-11,29,0,-27.6852,-48.7813
91440,São José,4216602.0,2021-03-11,167,6,-27.6136,-48.6366
91452,São Pedro de Alcântara,4217253.0,2021-03-11,0,0,-27.5665,-48.8048
91485,Águas Mornas,4200606.0,2021-03-11,2,0,-27.6963,-48.8243
91498,Antônio Carlos,4201208.0,2021-03-12,12,0,-27.5191,-48.766000000000005
91521,Biguaçu,4202305.0,2021-03-12,41,2,-27.496,-48.6598
91573,Florianópolis,4205407.0,2021-03-12,749,10,-27.5945,-48.5477
91582,Governador Celso Ramos,4206009.0,2021-03-12,24,0,-27.3172,-48.5576
91667,Palhoça,4211900.0,2021-03-12,167,1,-27.6455,-48.6697
91721,Santo Amaro da Imperatriz,4215703.0,2021-03-12,31,0,-27.6852,-48.7813
91737,São José,4216602.0,2021-03-12,374,8,-27.6136,-48.6366
91749,São Pedro de Alcântara,4217253.0,2021-03-12,1,0,-27.5665,-48.8048
91782,Águas Mornas,4200606.0,2021-03-12,1,0,-27.6963,-48.8243
91795,Antônio Carlos,4201208.0,2021-03-13,4,0,-27.5191,-48.766000000000005
91818,Biguaçu,4202305.0,2021-03-13,85,0,-27.496,-48.6598
91870,Florianópolis,4205407.0,2021-03-13,240,2,-27.5945,-48.5477
91879,Governador Celso Ramos,4206009.0,2021-03-13,4,0,-27.3172,-48.5576
91964,Palhoça,4211900.0,2021-03-13,108,1,-27.6455,-48.6697
92018,Santo Amaro da Imperatriz,4215703.0,2021-03-13,34,1,-27.6852,-48.7813
92034,São José,4216602.0,2021-03-13,175,3,-27.6136,-48.6366
92046,São Pedro de Alcântara,4217253.0,2021-03-13,-1,0,-27.5665,-48.8048
92079,Águas Mornas,4200606.0,2021-03-13,0,1,-27.6963,-48.8243
92092,Antônio Carlos,4201208.0,2021-03-14,1,0,-27.5191,-48.766000000000005
92115,Biguaçu,4202305.0,2021-03-14,33,1,-27.496,-48.6598
92167,Florianópolis,4205407.0,2021-03-14,128,3,-27.5945,-48.5477
92176,Governador Celso Ramos,4206009.0,2021-03-14,3,0,-27.3172,-48.5576
92261,Palhoça,4211900.0,2021-03-14,128,3,-27.6455,-48.6697
92315,Santo Amaro da Imperatriz,4215703.0,2021-03-14,4,0,-27.6852,-48.7813
92331,São José,4216602.0,2021-03-14,108,3,-27.6136,-48.6366
92343,São Pedro de Alcântara,4217253.0,2021-03-14,1,0,-27.5665,-48.8048
92376,Águas Mornas,4200606.0,2021-03-14,0,0,-27.6963,-48.8243
92389,Antônio Carlos,4201208.0,2021-03-15,1,0,-27.5191,-48.766000000000005
92412,Biguaçu,4202305.0,2021-03-15,24,2,-27.496,-48.6598
92464,Florianópolis,4205407.0,2021-03-15,313,9,-27.5945,-48.5477
92473,Governador Celso Ramos,4206009.0,2021-03-15,2,0,-27.3172,-48.5576
92558,Palhoça,4211900.0,2021-03-15,72,1,-27.6455,-48.6697
92612,Santo Amaro da Imperatriz,4215703.0,2021-03-15,4,1,-27.6852,-48.7813
92628,São José,4216602.0,2021-03-15,84,5,-27.6136,-48.6366
92640,São Pedro de Alcântara,4217253.0,2021-03-15,0,0,-27.5665,-48.8048
92673,Águas Mornas,4200606.0,2021-03-15,1,0,-27.6963,-48.8243
92686,Antônio Carlos,4201208.0,2021-03-16,23,0,-27.5191,-48.766000000000005
92709,Biguaçu,4202305.0,2021-03-16,182,4,-27.496,-48.6598
92761,Florianópolis,4205407.0,2021-03-16,746,25,-27.5945,-48.5477
92770,Governador Celso Ramos,4206009.0,2021-03-16,12,0,-27.3172,-48.5576
92855,Palhoça,4211900.0,2021-03-16,414,7,-27.6455,-48.6697
92909,Santo Amaro da Imperatriz,4215703.0,2021-03-16,35,1,-27.6852,-48.7813
92925,São José,4216602.0,2021-03-16,106,8,-27.6136,-48.6366
92937,São Pedro de Alcântara,4217253.0,2021-03-16,1,0,-27.5665,-48.8048
92970,Águas Mornas,4200606.0,2021-03-16,12,1,-27.6963,-48.8243
92983,Antônio Carlos,4201208.0,2021-03-17,17,0,-27.5191,-48.766000000000005
93006,Biguaçu,4202305.0,2021-03-17,118,3,-27.496,-48.6598
93058,Florianópolis,4205407.0,2021-03-17,324,21,-27.5945,-48.5477
93067,Governador Celso Ramos,4206009.0,2021-03-17,22,1,-27.3172,-48.5576
93152,Palhoça,4211900.0,2021-03-17,128,3,-27.6455,-48.6697
93206,Santo Amaro da Imperatriz,4215703.0,2021-03-17,4,2,-27.6852,-48.7813
93222,São José,4216602.0,2021-03-17,170,7,-27.6136,-48.6366
93234,São Pedro de Alcântara,4217253.0,2021-03-17,1,0,-27.5665,-48.8048
93267,Águas Mornas,4200606.0,2021-03-17,7,0,-27.6963,-48.8243
93280,Antônio Carlos,4201208.0,2021-03-18,24,0,-27.5191,-48.766000000000005
93303,Biguaçu,4202305.0,2021-03-18,42,1,-27.496,-48.6598
93355,Florianópolis,4205407.0,2021-03-18,150,10,-27.5945,-48.5477
93364,Governador Celso Ramos,4206009.0,2021-03-18,14,1,-27.3172,-48.5576
93449,Palhoça,4211900.0,2021-03-18,99,3,-27.6455,-48.6697
93503,Santo Amaro da Imperatriz,4215703.0,2021-03-18,37,0,-27.6852,-48.7813
93519,São José,4216602.0,2021-03-18,110,7,-27.6136,-48.6366
93531,São Pedro de Alcântara,4217253.0,2021-03-18,1,1,-27.5665,-48.8048
93564,Águas Mornas,4200606.0,2021-03-18,8,0,-27.6963,-48.8243
93577,Antônio Carlos,4201208.0,2021-03-19,24,0,-27.5191,-48.766000000000005
93600,Biguaçu,4202305.0,2021-03-19,30,1,-27.496,-48.6598
93652,Florianópolis,4205407.0,2021-03-19,240,10,-27.5945,-48.5477
93661,Governador Celso Ramos,4206009.0,2021-03-19,29,0,-27.3172,-48.5576
93746,Palhoça,4211900.0,2021-03-19,107,1,-27.6455,-48.6697
93800,Santo Amaro da Imperatriz,4215703.0,2021-03-19,25,1,-27.6852,-48.7813
93816,São José,4216602.0,2021-03-19,122,0,-27.6136,-48.6366
93828,São Pedro de Alcântara,4217253.0,2021-03-19,1,0,-27.5665,-48.8048
93861,Águas Mornas,4200606.0,2021-03-19,7,2,-27.6963,-48.8243
93874,Antônio Carlos,4201208.0,2021-03-20,13,0,-27.5191,-48.766000000000005
93897,Biguaçu,4202305.0,2021-03-20,53,0,-27.496,-48.6598
93949,Florianópolis,4205407.0,2021-03-20,131,1,-27.5945,-48.5477
93958,Governador Celso Ramos,4206009.0,2021-03-20,18,0,-27.3172,-48.5576
94043,Palhoça,4211900.0,2021-03-20,87,1,-27.6455,-48.6697
94097,Santo Amaro da Imperatriz,4215703.0,2021-03-20,34,1,-27.6852,-48.7813
94113,São José,4216602.0,2021-03-20,49,1,-27.6136,-48.6366
94125,São Pedro de Alcântara,4217253.0,2021-03-20,0,0,-27.5665,-48.8048
94158,Águas Mornas,4200606.0,2021-03-20,4,0,-27.6963,-48.8243
94171,Antônio Carlos,4201208.0,2021-03-21,2,0,-27.5191,-48.766000000000005
94194,Biguaçu,4202305.0,2021-03-21,61,0,-27.496,-48.6598
94246,Florianópolis,4205407.0,2021-03-21,501,0,-27.5945,-48.5477
94255,Governador Celso Ramos,4206009.0,2021-03-21,2,0,-27.3172,-48.5576
94340,Palhoça,4211900.0,2021-03-21,176,3,-27.6455,-48.6697
94394,Santo Amaro da Imperatriz,4215703.0,2021-03-21,1,0,-27.6852,-48.7813
94410,São José,4216602.0,2021-03-21,164,6,-27.6136,-48.6366
94422,São Pedro de Alcântara,4217253.0,2021-03-21,0,0,-27.5665,-48.8048
94455,Águas Mornas,4200606.0,2021-03-21,0,0,-27.6963,-48.8243
94468,Antônio Carlos,4201208.0,2021-03-22,11,0,-27.5191,-48.766000000000005
94491,Biguaçu,4202305.0,2021-03-22,30,2,-27.496,-48.6598
94543,Florianópolis,4205407.0,2021-03-22,252,3,-27.5945,-48.5477
94552,Governador Celso Ramos,4206009.0,2021-03-22,18,0,-27.3172,-48.5576
94637,Palhoça,4211900.0,2021-03-22,200,3,-27.6455,-48.6697
94691,Santo Amaro da Imperatriz,4215703.0,2021-03-22,35,1,-27.6852,-48.7813
94707,São José,4216602.0,2021-03-22,39,5,-27.6136,-48.6366
94719,São Pedro de Alcântara,4217253.0,2021-03-22,1,0,-27.5665,-48.8048
94752,Águas Mornas,4200606.0,2021-03-22,4,0,-27.6963,-48.8243
94765,Antônio Carlos,4201208.0,2021-03-23,18,0,-27.5191,-48.766000000000005
94788,Biguaçu,4202305.0,2021-03-23,93,1,-27.496,-48.6598
94840,Florianópolis,4205407.0,2021-03-23,295,11,-27.5945,-48.5477
94849,Governador Celso Ramos,4206009.0,2021-03-23,40,0,-27.3172,-48.5576
94934,Palhoça,4211900.0,2021-03-23,188,7,-27.6455,-48.6697
94988,Santo Amaro da Imperatriz,4215703.0,2021-03-23,22,1,-27.6852,-48.7813
95004,São José,4216602.0,2021-03-23,116,8,-27.6136,-48.6366
95016,São Pedro de Alcântara,4217253.0,2021-03-23,0,0,-27.5665,-48.8048
95049,Águas Mornas,4200606.0,2021-03-23,2,0,-27.6963,-48.8243
95062,Antônio Carlos,4201208.0,2021-03-24,14,0,-27.5191,-48.766000000000005
95085,Biguaçu,4202305.0,2021-03-24,94,3,-27.496,-48.6598
95137,Florianópolis,4205407.0,2021-03-24,416,7,-27.5945,-48.5477
95146,Governador Celso Ramos,4206009.0,2021-03-24,6,0,-27.3172,-48.5576
95231,Palhoça,4211900.0,2021-03-24,149,1,-27.6455,-48.6697
95285,Santo Amaro da Imperatriz,4215703.0,2021-03-24,16,0,-27.6852,-48.7813
95301,São José,4216602.0,2021-03-24,161,2,-27.6136,-48.6366
95313,São Pedro de Alcântara,4217253.0,2021-03-24,2,0,-27.5665,-48.8048
95346,Águas Mornas,4200606.0,2021-03-24,8,0,-27.6963,-48.8243
95359,Antônio Carlos,4201208.0,2021-03-25,12,1,-27.5191,-48.766000000000005
95382,Biguaçu,4202305.0,2021-03-25,54,1,-27.496,-48.6598
95434,Florianópolis,4205407.0,2021-03-25,574,25,-27.5945,-48.5477
95443,Governador Celso Ramos,4206009.0,2021-03-25,17,0,-27.3172,-48.5576
95528,Palhoça,4211900.0,2021-03-25,161,6,-27.6455,-48.6697
95582,Santo Amaro da Imperatriz,4215703.0,2021-03-25,30,1,-27.6852,-48.7813
95598,São José,4216602.0,2021-03-25,279,8,-27.6136,-48.6366
95610,São Pedro de Alcântara,4217253.0,2021-03-25,10,0,-27.5665,-48.8048
95643,Águas Mornas,4200606.0,2021-03-25,13,0,-27.6963,-48.8243
95656,Antônio Carlos,4201208.0,2021-03-26,2,0,-27.5191,-48.766000000000005
95679,Biguaçu,4202305.0,2021-03-26,22,3,-27.496,-48.6598
95731,Florianópolis,4205407.0,2021-03-26,256,21,-27.5945,-48.5477
95740,Governador Celso Ramos,4206009.0,2021-03-26,9,1,-27.3172,-48.5576
95825,Palhoça,4211900.0,2021-03-26,82,5,-27.6455,-48.6697
95879,Santo Amaro da Imperatriz,4215703.0,2021-03-26,34,1,-27.6852,-48.7813
95895,São José,4216602.0,2021-03-26,102,8,-27.6136,-48.6366
95907,São Pedro de Alcântara,4217253.0,2021-03-26,1,0,-27.5665,-48.8048
95940,Águas Mornas,4200606.0,2021-03-26,7,0,-27.6963,-48.8243
95953,Antônio Carlos,4201208.0,2021-03-27,9,0,-27.5191,-48.766000000000005
95976,Biguaçu,4202305.0,2021-03-27,18,1,-27.496,-48.6598
96028,Florianópolis,4205407.0,2021-03-27,100,2,-27.5945,-48.5477
96037,Governador Celso Ramos,4206009.0,2021-03-27,20,0,-27.3172,-48.5576
96122,Palhoça,4211900.0,2021-03-27,59,3,-27.6455,-48.6697
96176,Santo Amaro da Imperatriz,4215703.0,2021-03-27,16,1,-27.6852,-48.7813
96192,São José,4216602.0,2021-03-27,90,5,-27.6136,-48.6366
96204,São Pedro de Alcântara,4217253.0,2021-03-27,1,0,-27.5665,-48.8048
96237,Águas Mornas,4200606.0,2021-03-27,5,0,-27.6963,-48.8243
96250,Antônio Carlos,4201208.0,2021-03-28,0,0,-27.5191,-48.766000000000005
96273,Biguaçu,4202305.0,2021-03-28,2,0,-27.496,-48.6598
96325,Florianópolis,4205407.0,2021-03-28,50,6,-27.5945,-48.5477
96334,Governador Celso Ramos,4206009.0,2021-03-28,2,0,-27.3172,-48.5576
96419,Palhoça,4211900.0,2021-03-28,23,1,-27.6455,-48.6697
96473,Santo Amaro da Imperatriz,4215703.0,2021-03-28,-3,0,-27.6852,-48.7813
96489,São José,4216602.0,2021-03-28,53,2,-27.6136,-48.6366
96501,São Pedro de Alcântara,4217253.0,2021-03-28,0,0,-27.5665,-48.8048
96534,Águas Mornas,4200606.0,2021-03-28,0,0,-27.6963,-48.8243
96547,Antônio Carlos,4201208.0,2021-03-29,1,0,-27.5191,-48.766000000000005
96570,Biguaçu,4202305.0,2021-03-29,49,1,-27.496,-48.6598
96622,Florianópolis,4205407.0,2021-03-29,347,11,-27.5945,-48.5477
96631,Governador Celso Ramos,4206009.0,2021-03-29,4,0,-27.3172,-48.5576
96716,Palhoça,4211900.0,2021-03-29,208,1,-27.6455,-48.6697
96770,Santo Amaro da Imperatriz,4215703.0,2021-03-29,6,0,-27.6852,-48.7813
96786,São José,4216602.0,2021-03-29,23,2,-27.6136,-48.6366
96798,São Pedro de Alcântara,4217253.0,2021-03-29,0,0,-27.5665,-48.8048
96831,Águas Mornas,4200606.0,2021-03-29,1,0,-27.6963,-48.8243
96844,Antônio Carlos,4201208.0,2021-03-30,4,0,-27.5191,-48.766000000000005
96867,Biguaçu,4202305.0,2021-03-30,51,2,-27.496,-48.6598
96919,Florianópolis,4205407.0,2021-03-30,289,15,-27.5945,-48.5477
96928,Governador Celso Ramos,4206009.0,2021-03-30,7,0,-27.3172,-48.5576
97013,Palhoça,4211900.0,2021-03-30,125,4,-27.6455,-48.6697
97067,Santo Amaro da Imperatriz,4215703.0,2021-03-30,31,0,-27.6852,-48.7813
97083,São José,4216602.0,2021-03-30,86,10,-27.6136,-48.6366
97095,São Pedro de Alcântara,4217253.0,2021-03-30,1,1,-27.5665,-48.8048
97128,Águas Mornas,4200606.0,2021-03-30,4,0,-27.6963,-48.8243
97141,Antônio Carlos,4201208.0,2021-03-31,13,0,-27.5191,-48.766000000000005
97164,Biguaçu,4202305.0,2021-03-31,69,1,-27.496,-48.6598
97216,Florianópolis,4205407.0,2021-03-31,469,15,-27.5945,-48.5477
97225,Governador Celso Ramos,4206009.0,2021-03-31,16,4,-27.3172,-48.5576
97310,Palhoça,4211900.0,2021-03-31,139,1,-27.6455,-48.6697
97364,Santo Amaro da Imperatriz,4215703.0,2021-03-31,17,1,-27.6852,-48.7813
97380,São José,4216602.0,2021-03-31,119,9,-27.6136,-48.6366
97392,São Pedro de Alcântara,4217253.0,2021-03-31,2,0,-27.5665,-48.8048
97425,Águas Mornas,4200606.0,2021-03-31,1,0,-27.6963,-48.8243
97438,Antônio Carlos,4201208.0,2021-04-01,5,0,-27.5191,-48.766000000000005
97461,Biguaçu,4202305.0,2021-04-01,25,1,-27.496,-48.6598
97513,Florianópolis,4205407.0,2021-04-01,146,11,-27.5945,-48.5477
97522,Governador Celso Ramos,4206009.0,2021-04-01,11,0,-27.3172,-48.5576
97607,Palhoça,4211900.0,2021-04-01,72,5,-27.6455,-48.6697
97661,Santo Amaro da Imperatriz,4215703.0,2021-04-01,15,1,-27.6852,-48.7813
97677,São José,4216602.0,2021-04-01,83,8,-27.6136,-48.6366
97689,São Pedro de Alcântara,4217253.0,2021-04-01,0,0,-27.5665,-48.8048
97722,Águas Mornas,4200606.0,2021-04-01,2,0,-27.6963,-48.8243
97735,Antônio Carlos,4201208.0,2021-04-02,5,0,-27.5191,-48.766000000000005
97758,Biguaçu,4202305.0,2021-04-02,29,3,-27.496,-48.6598
97810,Florianópolis,4205407.0,2021-04-02,99,11,-27.5945,-48.5477
97819,Governador Celso Ramos,4206009.0,2021-04-02,6,0,-27.3172,-48.5576
97904,Palhoça,4211900.0,2021-04-02,100,5,-27.6455,-48.6697
97958,Santo Amaro da Imperatriz,4215703.0,2021-04-02,6,0,-27.6852,-48.7813
97974,São José,4216602.0,2021-04-02,101,6,-27.6136,-48.6366
97986,São Pedro de Alcântara,4217253.0,2021-04-02,1,1,-27.5665,-48.8048
98019,Águas Mornas,4200606.0,2021-04-02,1,0,-27.6963,-48.8243
98032,Antônio Carlos,4201208.0,2021-04-03,0,0,-27.5191,-48.766000000000005
